dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s,repeat1_WQL,repeat1_MASE,repeat2_WQL,repeat2_MASE,coe_mau_repeat1_count,coe_mau_repeat1_sum,coe_mau_repeat1_sum_sq,coe_mau_repeat1_min,coe_mau_repeat1_max,coe_mau_repeat2_count,coe_mau_repeat2_sum,coe_mau_repeat2_sum_sq,coe_mau_repeat2_min,coe_mau_repeat2_max,coe_repeat1_mauhist_under,coe_repeat1_mauhist_over,coe_repeat1_mauhist_nan,coe_repeat1_mauhist_b00,coe_repeat1_mauhist_b01,coe_repeat1_mauhist_b02,coe_repeat1_mauhist_b03,coe_repeat1_mauhist_b04,coe_repeat1_mauhist_b05,coe_repeat1_mauhist_b06,coe_repeat1_mauhist_b07,coe_repeat1_mauhist_b08,coe_repeat1_mauhist_b09,coe_repeat1_mauhist_b10,coe_repeat1_mauhist_b11,coe_repeat1_mauhist_b12,coe_repeat1_mauhist_b13,coe_repeat1_mauhist_b14,coe_repeat1_mauhist_b15,coe_repeat1_mauhist_b16,coe_repeat1_mauhist_b17,coe_repeat1_mauhist_b18,coe_repeat1_mauhist_b19,coe_repeat1_mauhist_b20,coe_repeat1_mauhist_b21,coe_repeat1_mauhist_b22,coe_repeat1_mauhist_b23,coe_repeat1_mauhist_b24,coe_repeat1_mauhist_b25,coe_repeat1_mauhist_b26,coe_repeat1_mauhist_b27,coe_repeat2_mauhist_under,coe_repeat2_mauhist_over,coe_repeat2_mauhist_nan,coe_repeat2_mauhist_b00,coe_repeat2_mauhist_b01,coe_repeat2_mauhist_b02,coe_repeat2_mauhist_b03,coe_repeat2_mauhist_b04,coe_repeat2_mauhist_b05,coe_repeat2_mauhist_b06,coe_repeat2_mauhist_b07,coe_repeat2_mauhist_b08,coe_repeat2_mauhist_b09,coe_repeat2_mauhist_b10,coe_repeat2_mauhist_b11,coe_repeat2_mauhist_b12,coe_repeat2_mauhist_b13,coe_repeat2_mauhist_b14,coe_repeat2_mauhist_b15,coe_repeat2_mauhist_b16,coe_repeat2_mauhist_b17,coe_repeat2_mauhist_b18,coe_repeat2_mauhist_b19,coe_repeat2_mauhist_b20,coe_repeat2_mauhist_b21,coe_repeat2_mauhist_b22,coe_repeat2_mauhist_b23,coe_repeat2_mauhist_b24,coe_repeat2_mauhist_b25,coe_repeat2_mauhist_b26,coe_repeat2_mauhist_b27,coe_es_0p05_depth_sum,coe_es_0p05_depth_n,coe_es_0p05_WQL,coe_es_0p05_MASE,coe_es_0p01_depth_sum,coe_es_0p01_depth_n,coe_es_0p01_WQL,coe_es_0p01_MASE,coe_es_0p001_depth_sum,coe_es_0p001_depth_n,coe_es_0p001_WQL,coe_es_0p001_MASE
H16_philow_rhomid_s09,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4762714080590254,0.5452921287895978,0.9775390625,1024,128,6.1,4.76,0.01,0.0,0.4836122789135997,0.540632133168772,0.4762714080590254,0.5452921287895978,1024,660.7579025477171,481.32688438813517,0.10658275336027145,1.3110284805297852,1024,146.28445532917976,29.497431435068425,0.022644318640232086,0.5984922647476196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,335,542,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,133,289,290,232,68,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978
H16_philow_rhomid_s10,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4819447442972617,0.5481177517921904,0.96484375,1024,128,6.2,4.79,0.01,0.0,0.49282768397444415,0.5426401388569819,0.4819447442972617,0.5481177517921904,1024,667.3472815454006,497.6876309261568,0.10509653389453888,1.312914490699768,1024,152.01722274534404,32.124602242898156,0.018635855987668037,0.5290789008140564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,339,513,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,114,303,271,251,69,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904
H16_philow_rhomid_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.5002603033251192,0.5460149150525719,0.966796875,1024,128,5.6,4.76,0.01,0.0,0.5194667282397316,0.5523868610804809,0.5002603033251192,0.5460149150525719,1024,656.3033656775951,480.6234902178894,0.04972321540117264,1.3590277433395386,1024,149.17723968997598,29.988583740162984,0.024194352328777313,0.5530599355697632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,63,336,521,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,107,294,306,254,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719
H16_philow_rhomid_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4842531267699124,0.5469421684342639,0.9716796875,1024,128,5.7,4.88,0.01,0.0,0.4952484697390327,0.544701733211588,0.4842531267699124,0.5469421684342639,1024,657.957007728517,488.4112390900195,0.0838179737329483,1.432992696762085,1024,148.44229890592396,30.450117568096342,0.021880192682147026,0.5694727301597595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,70,345,493,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,122,296,288,242,63,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639
H16_philow_rhomid_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4895450210193122,0.5511670492691867,0.9794921875,1024,128,7.7,6.47,0.01,0.0,0.5028757712107944,0.5489453055544893,0.4895450210193122,0.5511670492691867,1024,656.1935436800122,477.48063699891253,0.07966174930334091,1.3521833419799805,1024,143.8390129134059,28.669862975662355,0.01809706725180149,0.5133169889450073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,69,349,512,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,142,287,306,218,60,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867
H16_philow_rhomid_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4791461023983502,0.5537816769385235,0.9736328125,1024,128,6.2,4.81,0.01,0.0,0.49175298641576937,0.5477546746565283,0.4791461023983502,0.5537816769385235,1024,662.3441810235381,484.8626532071337,0.09221039712429047,1.34803307056427,1024,148.49310810491443,29.63836578502825,0.02066619321703911,0.5231684446334839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,50,338,541,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,295,313,242,55,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235
H16_philow_rhomid_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4862711325122706,0.5469010449622622,0.9736328125,1024,128,6.2,4.77,0.01,0.0,0.5014862071384905,0.5465876517577164,0.4862711325122706,0.5469010449622622,1024,650.0221252590418,472.17415631247707,0.06530313938856125,1.40360689163208,1024,150.1025675740093,30.60758023229113,0.021054960787296295,0.5431464314460754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,48,395,473,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,111,273,326,236,65,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622
H16_phimid_rhohigh_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4634922896378763,0.5339876460723962,0.9365234375,1024,128,6.6,4.72,0.01,0.0,0.484500220065175,0.5364566377214066,0.4634922896378763,0.5339876460723962,1024,684.405842795968,530.2668011860624,0.055667608976364136,1.5663617849349976,1024,146.35421022959054,29.736118241045066,0.019999921321868896,0.5511219501495361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,71,309,505,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,122,294,325,211,62,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4634922896378763,0.5339876460723962,2048.0,1024,0.4634922896378763,0.5339876460723962,2048.0,1024,0.4634922896378763,0.5339876460723962
H16_phimid_rhohigh_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4813474228403923,0.5517157465425948,0.9306640625,1024,128,6.8,4.9,0.01,0.0,0.509319424169484,0.5580369562064689,0.4813474228403923,0.5517157465425948,1024,669.9245685786009,503.9078222851527,0.10625889897346497,1.4427282810211182,1024,150.6744073368609,31.430665169629332,0.021951787173748016,0.5331908464431763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,362,481,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,124,283,287,240,78,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4813474228403923,0.5517157465425948,2048.0,1024,0.4813474228403923,0.5517157465425948,2048.0,1024,0.4813474228403923,0.5517157465425948
H16_phimid_rhohigh_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4512774383102533,0.5295037698262585,0.943359375,1024,128,8.0,6.48,0.01,0.0,0.4670120739334016,0.527973280135395,0.4512774383102533,0.5295037698262585,1024,682.227945305407,527.7969036268538,0.08583193272352219,1.4400988817214966,1024,150.69810606725514,32.260699936824224,0.023523297160863876,0.570143461227417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,67,341,463,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,129,285,295,235,65,2,0,0,0,0,0,0,0,0,2048.0,1024,0.4512774383102533,0.5295037698262585,2048.0,1024,0.4512774383102533,0.5295037698262585,2048.0,1024,0.4512774383102533,0.5295037698262585
H16_phimid_rhohigh_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4734459753629165,0.5428819767690298,0.9453125,1024,128,6.2,4.79,0.01,0.0,0.5017255290115871,0.5535096477323733,0.4734459753629165,0.5428819767690298,1024,671.4965780302882,514.2945576336166,0.10569055378437042,1.4929826259613037,1024,146.6181719880551,29.09229725827436,0.021159132942557335,0.5229144096374512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,82,333,481,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,111,306,300,241,54,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4734459753629165,0.5428819767690298,2048.0,1024,0.4734459753629165,0.5428819767690298,2048.0,1024,0.4734459753629165,0.5428819767690298
H16_phimid_rhohigh_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4555378195182237,0.5175097364772658,0.955078125,1024,128,5.4,4.74,0.01,0.0,0.4738014469170154,0.5226083553187952,0.4555378195182237,0.5175097364772658,1024,670.3279145210981,508.30438964995403,0.08323398977518082,1.4401061534881592,1024,150.06704908423126,31.6164733743936,0.025120297446846962,0.6624305248260498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,69,348,484,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138,280,294,229,74,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4555378195182237,0.5175097364772658,2048.0,1024,0.4555378195182237,0.5175097364772658,2048.0,1024,0.4555378195182237,0.5175097364772658
H16_phimid_rhohigh_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4525630778233074,0.5222120575904335,0.9541015625,1024,128,5.9,4.78,0.01,0.0,0.47034020214669237,0.5243517261050836,0.4525630778233074,0.5222120575904335,1024,672.6376926079392,508.1087544722212,0.09635838121175766,1.3768913745880127,1024,149.53537482209504,30.427712768715914,0.025460239499807358,0.5419361591339111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,62,335,511,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,120,272,317,245,62,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4525630778233074,0.5222120575904335,2048.0,1024,0.4525630778233074,0.5222120575904335,2048.0,1024,0.4525630778233074,0.5222120575904335
H16_phimid_rhohigh_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47782544676279437,0.5430629936097724,0.9326171875,1024,128,6.5,4.9,0.01,0.0,0.5029325608532988,0.545101046496522,0.47782544676279437,0.5430629936097724,1024,670.4120714068413,502.5885267667355,0.09456289559602737,1.4156441688537598,1024,154.7010449822992,32.732564366233476,0.015342853963375092,0.5208197236061096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,56,343,506,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,109,286,286,262,72,0,0,0,0,0,0,0,0,0,2048.0,1024,0.47782544676279437,0.5430629936097724,2048.0,1024,0.47782544676279437,0.5430629936097724,2048.0,1024,0.47782544676279437,0.5430629936097724
H16_phimid_rhohigh_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46721853497651866,0.531511828329192,0.94140625,1024,128,6.3,4.99,0.01,0.0,0.49342622754814397,0.5404213593758651,0.46721853497651866,0.531511828329192,1024,667.8787083700299,497.5642413424338,0.09949260950088501,1.4066787958145142,1024,146.7297591585666,30.12859209283447,0.020543793216347694,0.5312274694442749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,66,329,521,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,130,294,308,206,77,0,0,0,0,0,0,0,0,0,2048.0,1024,0.46721853497651866,0.531511828329192,2048.0,1024,0.46721853497651866,0.531511828329192,2048.0,1024,0.46721853497651866,0.531511828329192
H16_phimid_rhohigh_s08,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4669180139601625,0.5369934861350638,0.9521484375,1024,128,7.7,4.83,0.01,0.0,0.48835789574534677,0.5403246054746991,0.4669180139601625,0.5369934861350638,1024,672.5567931681871,506.11856345582146,0.06062383949756622,1.4077273607254028,1024,145.4223334286362,28.6789226644286,0.021454982459545135,0.4542558193206787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,47,349,516,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,121,276,334,216,62,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4669180139601625,0.5369934861350638,2048.0,1024,0.4669180139601625,0.5369934861350638,2048.0,1024,0.4669180139601625,0.5369934861350638
H16_phimid_rhohigh_s09,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4641438778815258,0.5488823322695933,0.9267578125,1024,128,6.0,4.77,0.01,0.0,0.4846794443638715,0.5480366638020009,0.4641438778815258,0.5488823322695933,1024,675.3295732885599,509.72669892202055,0.09903958439826965,1.4583854675292969,1024,150.4109139945358,31.010679246106484,0.01734786666929722,0.5760502815246582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,40,348,505,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,111,290,293,248,66,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4641438778815258,0.5488823322695933,2048.0,1024,0.4641438778815258,0.5488823322695933,2048.0,1024,0.4641438778815258,0.5488823322695933
H16_phimid_rhohigh_s10,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47494354756463675,0.5402631051579629,0.9384765625,1024,128,6.1,4.74,0.01,0.0,0.4916884459830512,0.5384794299445073,0.47494354756463675,0.5402631051579629,1024,680.923418276012,521.6437765970918,0.1197051927447319,1.4177708625793457,1024,153.02328593283892,32.886714034603166,0.022437267005443573,0.553135871887207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,341,494,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,126,270,295,229,83,0,0,0,0,0,0,0,0,0,2048.0,1024,0.47494354756463675,0.5402631051579629,2048.0,1024,0.47494354756463675,0.5402631051579629,2048.0,1024,0.47494354756463675,0.5402631051579629
H16_phimid_rhohigh_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47919401818213103,0.534561408079801,0.9482421875,1024,128,6.3,4.84,0.01,0.0,0.5088854368744236,0.5482971141888249,0.47919401818213103,0.534561408079801,1024,660.7927689403296,496.84342744265507,0.04911820590496063,1.464730978012085,1024,146.31324256397784,29.342601769538973,0.02209503948688507,0.5715810656547546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,85,343,471,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,121,297,302,234,55,1,0,0,0,0,0,0,0,0,2048.0,1024,0.47919401818213103,0.534561408079801,2048.0,1024,0.47919401818213103,0.534561408079801,2048.0,1024,0.47919401818213103,0.534561408079801
H16_phimid_rhohigh_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.45256692035516644,0.5278394604142023,0.9453125,1024,128,6.4,4.95,0.01,0.0,0.47484419847602605,0.5324626892068731,0.45256692035516644,0.5278394604142023,1024,674.4102241545916,517.0343529991446,0.09860125929117203,1.4918982982635498,1024,150.507037229836,31.961945096859164,0.02454451285302639,0.5850293040275574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,71,344,470,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,116,290,309,216,77,1,0,0,0,0,0,0,0,0,2048.0,1024,0.45256692035516644,0.5278394604142023,2048.0,1024,0.45256692035516644,0.5278394604142023,2048.0,1024,0.45256692035516644,0.5278394604142023
H16_phimid_rhohigh_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46972069163435637,0.5315072981208031,0.955078125,1024,128,7.8,6.3,0.01,0.0,0.4979190719438972,0.5441639178153781,0.46972069163435637,0.5315072981208031,1024,670.150009162724,507.8321693010751,0.0604577511548996,1.5690652132034302,1024,146.311344595626,30.238465430978728,0.022978579625487328,0.642101526260376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,69,328,502,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,131,303,275,223,74,1,0,0,0,0,0,0,0,0,2048.0,1024,0.46972069163435637,0.5315072981208031,2048.0,1024,0.46972069163435637,0.5315072981208031,2048.0,1024,0.46972069163435637,0.5315072981208031
H16_phimid_rhohigh_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4666214058214692,0.5413835951160217,0.9423828125,1024,128,6.2,4.76,0.01,0.0,0.4902716174772059,0.5437957124615813,0.4666214058214692,0.5413835951160217,1024,673.0043693557382,509.3279278451695,0.1029098629951477,1.4599612951278687,1024,149.73856459371746,30.278099745706996,0.022575879469513893,0.5472171902656555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65,322,510,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,108,288,301,255,60,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4666214058214692,0.5413835951160217,2048.0,1024,0.4666214058214692,0.5413835951160217,2048.0,1024,0.4666214058214692,0.5413835951160217
H16_phimid_rhohigh_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46903724650929834,0.5352453092444003,0.94140625,1024,128,6.6,4.74,0.01,0.0,0.49022295475137995,0.5395445677011335,0.46903724650929834,0.5352453092444003,1024,657.1513012982905,488.8863705806471,0.04186585918068886,1.4302772283554077,1024,147.45543972216547,30.134177128277422,0.023718085139989853,0.5204669833183289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,64,367,477,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,136,299,275,243,61,0,0,0,0,0,0,0,0,0,2048.0,1024,0.46903724650929834,0.5352453092444003,2048.0,1024,0.46903724650929834,0.5352453092444003,2048.0,1024,0.46903724650929834,0.5352453092444003
H16_phimid_rholow_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46574816000890096,0.538205596646132,0.9404296875,1024,128,6.7,4.85,0.01,0.0,0.48837389336965703,0.5455446562336609,0.46574816000890096,0.538205596646132,1024,678.7972182407975,521.9996735696806,0.11263734102249146,1.4396576881408691,1024,148.22034481540322,30.133365261578,0.024249115958809853,0.5142133235931396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,70,318,495,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,112,300,299,237,64,0,0,0,0,0,0,0,0,0,2048.0,1024,0.46574816000890096,0.538205596646132,2048.0,1024,0.46574816000890096,0.538205596646132,2048.0,1024,0.46574816000890096,0.538205596646132
H16_phimid_rholow_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46733792711548505,0.5444832560169665,0.9365234375,1024,128,6.6,4.95,0.01,0.0,0.4875911707146056,0.5458604877250283,0.46733792711548505,0.5444832560169665,1024,663.5031152442098,494.0850955200861,0.06517887115478516,1.4421617984771729,1024,147.367370640859,30.049929951070766,0.015803908929228783,0.5602909326553345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,54,338,509,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,136,265,306,238,60,0,0,0,0,0,0,0,0,0,2048.0,1024,0.46733792711548505,0.5444832560169665,2048.0,1024,0.46733792711548505,0.5444832560169665,2048.0,1024,0.46733792711548505,0.5444832560169665
H16_phimid_rholow_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4658049180467043,0.5362062130822067,0.9443359375,1024,128,8.3,4.82,0.01,0.0,0.48498162096911807,0.5401688077237607,0.4658049180467043,0.5362062130822067,1024,668.2629880085588,506.3184234263225,0.07115950435400009,1.5186760425567627,1024,151.27505011111498,31.69768696436214,0.026609856635332108,0.5800104141235352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,61,363,465,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,123,288,303,229,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4658049180467043,0.5362062130822067,2048.0,1024,0.4658049180467043,0.5362062130822067,2048.0,1024,0.4658049180467043,0.5362062130822067
H16_phimid_rholow_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4632431105839072,0.5285372947759697,0.951171875,1024,128,6.2,4.76,0.01,0.0,0.4976112244243311,0.5441342561753852,0.4632431105839072,0.5285372947759697,1024,683.8942894265056,531.4328744786822,0.07744564116001129,1.4441746473312378,1024,149.749042827636,30.77840225934109,0.01820298284292221,0.5402692556381226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,69,322,491,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,113,290,318,221,71,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4632431105839072,0.5285372947759697,2048.0,1024,0.4632431105839072,0.5285372947759697,2048.0,1024,0.4632431105839072,0.5285372947759697
H16_phimid_rholow_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46160036643913194,0.5285620537010269,0.9453125,1024,128,6.5,4.75,0.01,0.0,0.48859394901933684,0.5455242522562674,0.46160036643913194,0.5285620537010269,1024,680.4407113268971,519.7337568192257,0.09346301108598709,1.3671441078186035,1024,151.00194296613336,31.497464610211225,0.017912551760673523,0.573166012763977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,55,327,513,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119,279,315,232,68,1,0,0,0,0,0,0,0,0,2048.0,1024,0.46160036643913194,0.5285620537010269,2048.0,1024,0.46160036643913194,0.5285620537010269,2048.0,1024,0.46160036643913194,0.5285620537010269
H16_phimid_rholow_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4626879151831854,0.5435652573800308,0.9384765625,1024,128,6.2,4.86,0.01,0.0,0.48229943069455616,0.5446229941295659,0.4626879151831854,0.5435652573800308,1024,673.0464760735631,510.9589765309621,0.07645758986473083,1.3645715713500977,1024,149.17225379869342,30.60160678251869,0.019766516983509064,0.5617090463638306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,78,321,495,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,110,298,299,241,66,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4626879151831854,0.5435652573800308,2048.0,1024,0.4626879151831854,0.5435652573800308,2048.0,1024,0.4626879151831854,0.5435652573800308
H16_phimid_rholow_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47263726677307505,0.5337833281684163,0.9306640625,1024,128,6.4,4.97,0.01,0.0,0.5019270551029036,0.5444110477024068,0.47263726677307505,0.5337833281684163,1024,663.4835551194847,498.54106646777655,0.04097377881407738,1.4623939990997314,1024,154.60113998875022,32.976084011961774,0.022577505558729172,0.5519224405288696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,70,337,494,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,109,284,295,235,86,0,0,0,0,0,0,0,0,0,2048.0,1024,0.47263726677307505,0.5337833281684163,2048.0,1024,0.47263726677307505,0.5337833281684163,2048.0,1024,0.47263726677307505,0.5337833281684163
H16_phimid_rholow_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4776113089765238,0.5497239099257942,0.9345703125,1024,128,7.8,6.28,0.01,0.0,0.5004982443426305,0.5529195488696739,0.4776113089765238,0.5497239099257942,1024,678.6000251471996,516.9691222736642,0.10869449377059937,1.4590139389038086,1024,148.1044189762324,30.41382580036632,0.02073863334953785,0.48568257689476013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,334,503,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,129,273,317,222,68,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4776113089765238,0.5497239099257942,2048.0,1024,0.4776113089765238,0.5497239099257942,2048.0,1024,0.4776113089765238,0.5497239099257942
